,period,year,month,county,code,cases_under_5yo,cases_over_5yo,total_cases,temp,rainfall,month_code,county_code
1553,22-Jun,2022,Jun,Uasin Gishu,KE_County_27,575,1862,2437,16,198.07,6,27
1554,22-Jul,2022,Jul,Uasin Gishu,KE_County_27,320,950,1270,16,254.24,7,27
1555,22-Aug,2022,Aug,Uasin Gishu,KE_County_27,240,879,1119,15,513.87,8,27
1556,22-Sep,2022,Sep,Uasin Gishu,KE_County_27,373,920,1293,17,244.68,9,27
1557,22-Oct,2022,Oct,Uasin Gishu,KE_County_27,302,1212,1514,17,89.45,10,27
1558,22-Nov,2022,Nov,Uasin Gishu,KE_County_27,523,818,1341,17,61.75,11,27
1559,22-Dec,2022,Dec,Uasin Gishu,KE_County_27,405,1165,1570,18,45.3,12,27
1560,23-Jan,2023,Jan,Uasin Gishu,KE_County_27,504,1053,1557,18,0.6,1,27
1561,23-Feb,2023,Feb,Uasin Gishu,KE_County_27,397,1134,1531,20,0.43,2,27
1562,23-Mar,2023,Mar,Uasin Gishu,KE_County_27,429,1211,1640,19,234.32,3,27
1563,23-Apr,2023,Apr,Uasin Gishu,KE_County_27,293,1075,1368,18,385.9,4,27
1564,23-May,2023,May,Uasin Gishu,KE_County_27,361,2571,2932,17,160.9,5,27
1565,23-Jun,2023,Jun,Uasin Gishu,KE_County_27,382,2100,2482,17,291.75,6,27
1566,23-Jul,2023,Jul,Uasin Gishu,KE_County_27,398,1221,1619,16,190.4,7,27
1567,23-Aug,2023,Aug,Uasin Gishu,KE_County_27,330,1790,2120,17,232.95,8,27
1568,23-Sep,2023,Sep,Uasin Gishu,KE_County_27,214,1250,1464,17,239.38,9,27
1569,23-Oct,2023,Oct,Uasin Gishu,KE_County_27,453,987,1440,18,174.29,10,27
1570,23-Nov,2023,Nov,Uasin Gishu,KE_County_27,285,851,1136,17,231.31,11,27
1571,23-Dec,2023,Dec,Uasin Gishu,KE_County_27,283,1082,1365,18,53.84,12,27
1572,24-Jan,2024,Jan,Uasin Gishu,KE_County_27,478,1755,2233,18,67.14,1,27
1573,24-Feb,2024,Feb,Uasin Gishu,KE_County_27,348,986,1334,20,53.94,2,27
1574,24-Mar,2024,Mar,Uasin Gishu,KE_County_27,311,1153,1464,20,14.96,3,27
1575,24-Apr,2024,Apr,Uasin Gishu,KE_County_27,220,1092,1312,18,384.51,4,27
1576,24-May,2024,May,Uasin Gishu,KE_County_27,590,2325,2915,17,350.13,5,27
1577,24-Jun,2024,Jun,Uasin Gishu,KE_County_27,351,1307,1658,16,169.33,6,27
1578,24-Jul,2024,Jul,Uasin Gishu,KE_County_27,433,1401,1834,16,217.38,7,27
1579,24-Aug,2024,Aug,Uasin Gishu,KE_County_27,313,1226,1539,16,257.48,8,27
1580,24-Sep,2024,Sep,Uasin Gishu,KE_County_27,415,1184,1599,17,196.66,9,27
1581,24-Oct,2024,Oct,Uasin Gishu,KE_County_27,399,1166,1565,18,7.91,10,27
1582,24-Nov,2024,Nov,Uasin Gishu,KE_County_27,549,1323,1872,17,144.83,11,27
1583,24-Dec,2024,Dec,Uasin Gishu,KE_County_27,190,949,1139,17,17.86,12,27
1584,22-Jan,2022,Jan,Vihiga,KE_County_38,1510,8891,10401,24,175.77,1,38
1585,22-Feb,2022,Feb,Vihiga,KE_County_38,1289,5992,7281,23,103.6,2,38
1586,22-Mar,2022,Mar,Vihiga,KE_County_38,1655,7383,9038,25,163.97,3,38
1587,22-Apr,2022,Apr,Vihiga,KE_County_38,1770,8820,10590,23,440.01,4,38
1588,22-May,2022,May,Vihiga,KE_County_38,2614,15370,17984,22,282.81,5,38
1589,22-Jun,2022,Jun,Vihiga,KE_County_38,3522,21327,24849,22,108.52,6,38
1590,22-Jul,2022,Jul,Vihiga,KE_County_38,2355,13544,15899,22,156.43,7,38
1591,22-Aug,2022,Aug,Vihiga,KE_County_38,1730,9758,11488,22,226.16,8,38
1592,22-Sep,2022,Sep,Vihiga,KE_County_38,1361,6998,8359,22,227,9,38
1593,22-Oct,2022,Oct,Vihiga,KE_County_38,1185,6360,7545,23,133.75,10,38
1594,22-Nov,2022,Nov,Vihiga,KE_County_38,1251,6241,7492,22,294.4,11,38
1595,22-Dec,2022,Dec,Vihiga,KE_County_38,1066,4976,6042,22,226.07,12,38
1596,23-Jan,2023,Jan,Vihiga,KE_County_38,1220,5956,7176,24,16.76,1,38
1597,23-Feb,2023,Feb,Vihiga,KE_County_38,1503,7209,8712,26,10.58,2,38
1598,23-Mar,2023,Mar,Vihiga,KE_County_38,1512,8994,10506,23,408.35,3,38
1599,23-Apr,2023,Apr,Vihiga,KE_County_38,1462,8519,9981,22,560,4,38
1600,23-May,2023,May,Vihiga,KE_County_38,3070,21318,24388,22,207.4,5,38
1601,23-Jun,2023,Jun,Vihiga,KE_County_38,3481,24596,28077,22,200.8,6,38
1602,23-Jul,2023,Jul,Vihiga,KE_County_38,2600,18530,21130,23,103.8,7,38
1603,23-Aug,2023,Aug,Vihiga,KE_County_38,2115,12211,14326,23,67.2,8,38
1604,23-Sep,2023,Sep,Vihiga,KE_County_38,1812,10167,11979,22,237.08,9,38
1605,23-Oct,2023,Oct,Vihiga,KE_County_38,1308,7304,8612,23,152,10,38
1606,23-Nov,2023,Nov,Vihiga,KE_County_38,1193,6889,8082,22,422.3,11,38
1607,23-Dec,2023,Dec,Vihiga,KE_County_38,1216,7052,8268,22,225.31,12,38
1608,24-Jan,2024,Jan,Vihiga,KE_County_38,1665,10295,11960,22,123.04,1,38
1609,24-Feb,2024,Feb,Vihiga,KE_County_38,1276,7472,8748,24,98.05,2,38
1610,24-Mar,2024,Mar,Vihiga,KE_County_38,1301,8621,9922,24,93.83,3,38
1611,24-Apr,2024,Apr,Vihiga,KE_County_38,717,4122,4839,22,355.92,4,38
1612,24-May,2024,May,Vihiga,KE_County_38,1380,10189,11569,21,336.58,5,38
1613,24-Jun,2024,Jun,Vihiga,KE_County_38,1473,10629,12102,21,93.96,6,38
1614,24-Jul,2024,Jul,Vihiga,KE_County_38,1548,10367,11915,22,74.08,7,38
1615,24-Aug,2024,Aug,Vihiga,KE_County_38,1102,6355,7457,22,50.12,8,38
1616,24-Sep,2024,Sep,Vihiga,KE_County_38,835,5704,6539,23,85.06,9,38
1617,24-Oct,2024,Oct,Vihiga,KE_County_38,799,4212,5011,23,78.08,10,38
1618,24-Nov,2024,Nov,Vihiga,KE_County_38,614,3316,3930,22,301.97,11,38
1619,24-Dec,2024,Dec,Vihiga,KE_County_38,515,3135,3650,22,93.09,12,38
1620,22-Jan,2022,Jan,Wajir,KE_County_8,10,39,49,30,1.6,1,8
1621,22-Feb,2022,Feb,Wajir,KE_County_8,14,33,47,31,0,2,8
1622,22-Mar,2022,Mar,Wajir,KE_County_8,4,53,57,31,1.1,3,8
1623,22-Apr,2022,Apr,Wajir,KE_County_8,26,13,39,30,69.31,4,8
1624,22-May,2022,May,Wajir,KE_County_8,23,68,91,28,18.93,5,8
1625,22-Jun,2022,Jun,Wajir,KE_County_8,2,31,33,27,3.2,6,8
1626,22-Jul,2022,Jul,Wajir,KE_County_8,6,6,12,26,4.6,7,8
1627,22-Aug,2022,Aug,Wajir,KE_County_8,2,3,5,27,3,8,8
1628,22-Sep,2022,Sep,Wajir,KE_County_8,5,2,7,28,0.9,9,8
1629,22-Oct,2022,Oct,Wajir,KE_County_8,2,13,15,28,5.5,10,8
1630,22-Nov,2022,Nov,Wajir,KE_County_8,0,3,3,29,7.6,11,8
1631,22-Dec,2022,Dec,Wajir,KE_County_8,3,2,5,29,2.7,12,8
1632,23-Jan,2023,Jan,Wajir,KE_County_8,0,5,5,30,1.2,1,8
1633,23-Feb,2023,Feb,Wajir,KE_County_8,1,11,12,30,0,2,8
1634,23-Mar,2023,Mar,Wajir,KE_County_8,0,13,13,30,133.1,3,8
1635,23-Apr,2023,Apr,Wajir,KE_County_8,15,12,27,29,226.35,4,8
1636,23-May,2023,May,Wajir,KE_County_8,8,20,28,28,7.8,5,8
1637,23-Jun,2023,Jun,Wajir,KE_County_8,17,57,74,28,2.7,6,8
1638,23-Jul,2023,Jul,Wajir,KE_County_8,33,50,83,27,6.6,7,8
1639,23-Aug,2023,Aug,Wajir,KE_County_8,4,57,61,28,2.6,8,8
1640,23-Sep,2023,Sep,Wajir,KE_County_8,1,22,23,29,1.06,9,8
1641,23-Oct,2023,Oct,Wajir,KE_County_8,11,20,31,30,44.67,10,8
1642,23-Nov,2023,Nov,Wajir,KE_County_8,15,38,53,27,224.16,11,8
1643,23-Dec,2023,Dec,Wajir,KE_County_8,8,48,56,30,5.17,12,8
1644,24-Jan,2024,Jan,Wajir,KE_County_8,75,373,448,31,4.46,1,8
1645,24-Feb,2024,Feb,Wajir,KE_County_8,98,181,279,32,2.09,2,8
1646,24-Mar,2024,Mar,Wajir,KE_County_8,22,86,108,32,11.42,3,8
1647,24-Apr,2024,Apr,Wajir,KE_County_8,15,19,34,29,203.88,4,8
1648,24-May,2024,May,Wajir,KE_County_8,6,23,29,29,2.04,5,8
1649,24-Jun,2024,Jun,Wajir,KE_County_8,36,82,118,28,0.47,6,8
1650,24-Jul,2024,Jul,Wajir,KE_County_8,25,77,102,28,1.56,7,8
1651,24-Aug,2024,Aug,Wajir,KE_County_8,13,44,57,27,2.84,8,8
1652,24-Sep,2024,Sep,Wajir,KE_County_8,4,31,35,29,1.65,9,8
1653,24-Oct,2024,Oct,Wajir,KE_County_8,3,52,55,30,1.16,10,8
1654,24-Nov,2024,Nov,Wajir,KE_County_8,3,30,33,30,45.2,11,8
1655,24-Dec,2024,Dec,Wajir,KE_County_8,27,28,55,29,1.84,12,8
1656,22-Jan,2022,Jan,West Pokot,KE_County_24,1841,4809,6650,20,93.98,1,24
1657,22-Feb,2022,Feb,West Pokot,KE_County_24,1328,2567,3895,21,6,2,24
1658,22-Mar,2022,Mar,West Pokot,KE_County_24,1361,3203,4564,21,52.64,3,24
1659,22-Apr,2022,Apr,West Pokot,KE_County_24,1559,3186,4745,19,272.26,4,24
1660,22-May,2022,May,West Pokot,KE_County_24,2620,5318,7938,18,228.43,5,24
1661,22-Jun,2022,Jun,West Pokot,KE_County_24,2207,6084,8291,17,130.21,6,24
1662,22-Jul,2022,Jul,West Pokot,KE_County_24,2617,7069,9686,16,173.52,7,24
1663,22-Aug,2022,Aug,West Pokot,KE_County_24,2317,5006,7323,16,324.33,8,24
1664,22-Sep,2022,Sep,West Pokot,KE_County_24,3190,6391,9581,17,178.96,9,24
1665,22-Oct,2022,Oct,West Pokot,KE_County_24,2379,6060,8439,18,114.06,10,24
1666,22-Nov,2022,Nov,West Pokot,KE_County_24,2254,5262,7516,18,77.2,11,24
1667,22-Dec,2022,Dec,West Pokot,KE_County_24,1789,3494,5283,19,60.5,12,24
1668,23-Jan,2023,Jan,West Pokot,KE_County_24,1769,3530,5299,20,1.7,1,24
1669,23-Feb,2023,Feb,West Pokot,KE_County_24,1151,3061,4212,21,0.19,2,24
1670,23-Mar,2023,Mar,West Pokot,KE_County_24,891,1944,2835,19,232.78,3,24
1671,23-Apr,2023,Apr,West Pokot,KE_County_24,1168,3221,4389,19,373.7,4,24
1672,23-May,2023,May,West Pokot,KE_County_24,1952,5068,7020,18,202.3,5,24
1673,23-Jun,2023,Jun,West Pokot,KE_County_24,2250,5667,7917,17,136.55,6,24
1674,23-Jul,2023,Jul,West Pokot,KE_County_24,2670,6351,9021,17,135.45,7,24
1675,23-Aug,2023,Aug,West Pokot,KE_County_24,2340,6302,8642,18,154.8,8,24
1676,23-Sep,2023,Sep,West Pokot,KE_County_24,1669,4049,5718,17,189.44,9,24
1677,23-Oct,2023,Oct,West Pokot,KE_County_24,1276,2544,3820,18,134.96,10,24
1678,23-Nov,2023,Nov,West Pokot,KE_County_24,1152,2762,3914,18,217.16,11,24
1679,23-Dec,2023,Dec,West Pokot,KE_County_24,1497,3275,4772,19,37.63,12,24
1680,24-Jan,2024,Jan,West Pokot,KE_County_24,1684,4709,6393,19,58.81,1,24
1681,24-Feb,2024,Feb,West Pokot,KE_County_24,1405,3030,4435,21,42.7,2,24
1682,24-Mar,2024,Mar,West Pokot,KE_County_24,1443,3211,4654,21,27.87,3,24
1683,24-Apr,2024,Apr,West Pokot,KE_County_24,1085,2997,4082,18,293.01,4,24
1684,24-May,2024,May,West Pokot,KE_County_24,1627,4376,6003,18,301.51,5,24
1685,24-Jun,2024,Jun,West Pokot,KE_County_24,1550,3713,5263,17,184.29,6,24
1686,24-Jul,2024,Jul,West Pokot,KE_County_24,2099,5023,7122,16,191.03,7,24
1687,24-Aug,2024,Aug,West Pokot,KE_County_24,2674,6152,8826,16,221.69,8,24
1688,24-Sep,2024,Sep,West Pokot,KE_County_24,2018,4622,6640,17,172.77,9,24
1689,24-Oct,2024,Oct,West Pokot,KE_County_24,1987,4859,6846,19,14.81,10,24
1690,24-Nov,2024,Nov,West Pokot,KE_County_24,1992,4850,6842,18,154.62,11,24
1691,24-Dec,2024,Dec,West Pokot,KE_County_24,1313,2335,3648,18,8.58,12,24
